"","O","NA.","NA..1","elev"
"156",-17.6123008728027,-117.04169185,50.45827715,1483.62658691406
"157",-16.281400680542,-116.95835855,50.45827715,1161.08068847656
"158",-17.8052997589111,-116.87502525,50.45827715,1802.75695800781
"159",-19.3787002563477,-116.79169195,50.45827715,2630.48266601562
"160",-19.976900100708,-116.70835865,50.45827715,2694.57690429688
"161",-19.5328006744385,-116.62502535,50.45827715,1908.87634277344
"162",-19.44580078125,-116.54169205,50.45827715,2277.74389648438
"163",-20.2420997619629,-116.45835875,50.45827715,3141.32763671875
"164",-20.1737995147705,-116.37502545,50.45827715,2642.24291992188
"165",-18.9444007873535,-116.29169215,50.45827715,2182.28540039062
"166",-18.5279006958008,-116.20835885,50.45827715,1594.57983398438
"167",-18.020299911499,-116.12502555,50.45827715,1772.73681640625
"168",-16.9589004516602,-116.04169225,50.45827715,971.118774414062
"169",-14.7849998474121,-117.95835815,50.37494385,650.808776855469
"170",-15.7016000747681,-117.87502485,50.37494385,778.181579589844
"171",-17.0100994110107,-117.79169155,50.37494385,1783.16394042969
"172",-17.4421997070312,-117.70835825,50.37494385,1691.615234375
"173",-17.5060997009277,-117.62502495,50.37494385,1492.76989746094
"174",-17.5722999572754,-117.54169165,50.37494385,2252.12915039062
"175",-17.4521007537842,-117.45835835,50.37494385,1606.85522460938
"176",-18.3038997650146,-117.37502505,50.37494385,2327.35620117188
"177",-18.1462001800537,-117.29169175,50.37494385,2471.35302734375
"178",-17.4365997314453,-117.20835845,50.37494385,1311.35705566406
"179",-16.6488990783691,-117.12502515,50.37494385,1405.52478027344
"180",-16.5548000335693,-117.04169185,50.37494385,835.938415527344
"181",-15.7684001922607,-116.95835855,50.37494385,580
"182",-18.1786003112793,-116.87502525,50.37494385,1744.96179199219
"183",-18.8488006591797,-116.79169195,50.37494385,2132.56567382812
"184",-18.3684997558594,-116.70835865,50.37494385,1601.62109375
"185",-19.1336994171143,-116.62502535,50.37494385,2275.36962890625
"186",-19.4358997344971,-116.54169205,50.37494385,2146.42553710938
"187",-19.0660991668701,-116.45835875,50.37494385,1657.89721679688
"188",-18.6072006225586,-116.37502545,50.37494385,2027.6767578125
"189",-18.9141006469727,-116.29169215,50.37494385,1964.38818359375
"190",-19.6716995239258,-116.20835885,50.37494385,2212.16235351562
"191",-19.1509990692139,-116.12502555,50.37494385,1916.90563964844
"192",-18.0960006713867,-116.04169225,50.37494385,1693.5087890625
"193",-15.3993997573853,-117.95835815,50.29161055,1236.3974609375
"194",-14.7735004425049,-117.87502485,50.29161055,441
"195",-16.2234992980957,-117.79169155,50.29161055,1429.74987792969
"196",-16.5993995666504,-117.70835825,50.29161055,790.150085449219
"197",-16.8295001983643,-117.62502495,50.29161055,1265.11364746094
"198",-17.3010997772217,-117.54169165,50.29161055,1960.59448242188
"199",-17.4423999786377,-117.45835835,50.29161055,2255.44287109375
"200",-18.006799697876,-117.37502505,50.29161055,1975.88830566406
"201",-18.2343006134033,-117.29169175,50.29161055,2121
"202",-18.400899887085,-117.20835845,50.29161055,1888.07678222656
"203",-18.4333000183105,-117.12502515,50.29161055,1903.98864746094
"204",-16.2493000030518,-117.04169185,50.29161055,1242.880859375
"205",-15.5654001235962,-116.95835855,50.29161055,670.39599609375
"206",-17.4601993560791,-116.87502525,50.29161055,1446.28149414062
"207",-18.7341995239258,-116.79169195,50.29161055,2787.18725585938
"208",-19.1907005310059,-116.70835865,50.29161055,2833.8271484375
"209",-18.8798007965088,-116.62502535,50.29161055,1737.51647949219
"210",-19.0767993927002,-116.54169205,50.29161055,2221.74072265625
"211",-18.7250003814697,-116.45835875,50.29161055,1869.66284179688
"212",-19.4881000518799,-116.37502545,50.29161055,2834.96630859375
"213",-19.3236999511719,-116.29169215,50.29161055,2298.94604492188
"214",-19.1760997772217,-116.20835885,50.29161055,2494.82153320312
"215",-19.0153007507324,-116.12502555,50.29161055,2379.66528320312
"216",-18.1723003387451,-116.04169225,50.29161055,1725.89807128906
"217",-15.2341995239258,-117.95835815,50.20827725,637.708190917969
"218",-15.5233001708984,-117.87502485,50.20827725,1338.77380371094
"219",-14.754599571228,-117.79169155,50.20827725,441
"220",-15.9085998535156,-117.70835825,50.20827725,592.662963867188
"221",-16.9790000915527,-117.62502495,50.20827725,1955.619140625
"222",-16.8061008453369,-117.54169165,50.20827725,1308.38684082031
"223",-16.9708995819092,-117.45835835,50.20827725,2021.31127929688
"224",-17.4162998199463,-117.37502505,50.20827725,2230.71240234375
"225",-17.8255004882812,-117.29169175,50.20827725,2263.20190429688
"226",-18.2313003540039,-117.20835845,50.20827725,1966.01379394531
"227",-17.6562004089355,-117.12502515,50.20827725,1062.7265625
"228",-16.9321002960205,-117.04169185,50.20827725,1672.23205566406
"229",-15.6344995498657,-116.95835855,50.20827725,541.193176269531
"230",-17.3078994750977,-116.87502525,50.20827725,1221.150390625
"231",-18.0170993804932,-116.79169195,50.20827725,2026.94372558594
"232",-18.8859004974365,-116.70835865,50.20827725,2424.08862304688
"233",-19.1417007446289,-116.62502535,50.20827725,2069.95849609375
"234",-19.4638004302979,-116.54169205,50.20827725,2681.54809570312
"235",-19.0918998718262,-116.45835875,50.20827725,2434.0361328125
"236",-18.8631000518799,-116.37502545,50.20827725,1606.22314453125
"237",-19.4179992675781,-116.29169215,50.20827725,2581.67993164062
"238",-19.1714992523193,-116.20835885,50.20827725,2335.88647460938
"239",-19.0543994903564,-116.12502555,50.20827725,2314.36010742188
"240",-17.8118000030518,-116.04169225,50.20827725,1328.8525390625
"241",-14.9440002441406,-117.95835815,50.12494395,537.177612304688
"242",-15.4839000701904,-117.87502485,50.12494395,770.969909667969
"243",-15.394100189209,-117.79169155,50.12494395,867.415222167969
"244",-16.2436008453369,-117.70835825,50.12494395,1196.37072753906
"245",-16.5970993041992,-117.62502495,50.12494395,1944.84533691406
"246",-16.2765007019043,-117.54169165,50.12494395,691.665649414062
"247",-16.6406002044678,-117.45835835,50.12494395,1415.71435546875
"248",-16.1625995635986,-117.37502505,50.12494395,722.808776855469
"249",-17.8441009521484,-117.29169175,50.12494395,2017.04736328125
"250",-18.1763000488281,-117.20835845,50.12494395,2034.12976074219
"251",-17.5013008117676,-117.12502515,50.12494395,1667.98034667969
"252",-17.4486999511719,-117.04169185,50.12494395,1784.91198730469
"253",-15.6627998352051,-116.95835855,50.12494395,1059.44519042969
"254",-17.4157009124756,-116.87502525,50.12494395,1626.62683105469
"255",-18.3612003326416,-116.79169195,50.12494395,1990.25109863281
"256",-18.0496997833252,-116.70835865,50.12494395,993.748962402344
"257",-18.3218994140625,-116.62502535,50.12494395,1567.51000976562
"258",-18.5620994567871,-116.54169205,50.12494395,1859.95910644531
"259",-19.0993003845215,-116.45835875,50.12494395,2250.15991210938
"260",-18.9736995697021,-116.37502545,50.12494395,2417.68603515625
"261",-18.5133991241455,-116.29169215,50.12494395,1793.79162597656
"262",-18.891300201416,-116.20835885,50.12494395,2282.5107421875
"263",-18.2120990753174,-116.12502555,50.12494395,2124.84741210938
"264",-17.3092002868652,-116.04169225,50.12494395,1115.01733398438
"265",-15.6084003448486,-117.95835815,50.04161065,1517.00402832031
"266",-16.1629009246826,-117.87502485,50.04161065,1455.54565429688
"267",-16.3391990661621,-117.79169155,50.04161065,1279.35412597656
"268",-17.0041999816895,-117.70835825,50.04161065,1345.08068847656
"269",-17.4244003295898,-117.62502495,50.04161065,1758.55834960938
"270",-17.1893005371094,-117.54169165,50.04161065,2110.88427734375
"271",-15.4270000457764,-117.45835835,50.04161065,641.451049804688
"272",-16.1324996948242,-117.37502505,50.04161065,1030.64294433594
"273",-16.8486995697021,-117.29169175,50.04161065,1507.67919921875
"274",-17.2446002960205,-117.20835845,50.04161065,1271.96228027344
"275",-17.2782001495361,-117.12502515,50.04161065,1260.63037109375
"276",-17.8313007354736,-117.04169185,50.04161065,2229.75366210938
"277",-16.7964992523193,-116.95835855,50.04161065,1507.49401855469
"278",-15.7192001342773,-116.87502525,50.04161065,533
"279",-17.8309993743896,-116.79169195,50.04161065,1843.25354003906
"280",-17.894100189209,-116.70835865,50.04161065,1316.56323242188
"281",-18.2317008972168,-116.62502535,50.04161065,1874.64245605469
"282",-18.6900997161865,-116.54169205,50.04161065,1777.73999023438
"283",-19.1942005157471,-116.45835875,50.04161065,2717.05493164062
"284",-18.3736000061035,-116.37502545,50.04161065,1728
"285",-19.0393009185791,-116.29169215,50.04161065,2122.900390625
"286",-19.5168991088867,-116.20835885,50.04161065,2496.8515625
"287",-19.0261001586914,-116.12502555,50.04161065,2263.38500976562
"288",-18.5233001708984,-116.04169225,50.04161065,2125.76245117188
"289",-18.7087993621826,-115.95835895,50.95827695,1228.42419433594
"290",-19.335599899292,-115.87502565,50.95827695,1369.68237304688
"291",-19.8227005004883,-115.79169235,50.95827695,2318.2578125
"292",-20.3442001342773,-115.70835905,50.95827695,2272.39697265625
"293",-20.5205001831055,-115.62502575,50.95827695,2315.71923828125
"294",-20.5575008392334,-115.54169245,50.95827695,2443.30737304688
"295",-19.843900680542,-115.45835915,50.95827695,2542.8271484375
"296",-20.0515003204346,-115.37502585,50.95827695,2189.40966796875
"297",-20.2670001983643,-115.29169255,50.95827695,2161.0830078125
"298",-20.035400390625,-115.20835925,50.95827695,2300.00634765625
"299",-19.3381004333496,-115.12502595,50.95827695,1419
"300",-19.6359996795654,-115.04169265,50.95827695,1845.14404296875
"301",-19.6919994354248,-114.95835935,50.95827695,1760.03637695312
"302",-19.6788005828857,-114.87502605,50.95827695,2018.35363769531
"303",-19.2355003356934,-114.79169275,50.95827695,1705.58801269531
"304",-18.777099609375,-114.70835945,50.95827695,1580.52075195312
"305",-18.6040992736816,-114.62502615,50.95827695,1369.89916992188
"306",-18.4477005004883,-114.54169285,50.95827695,1314
"307",-18.4293994903564,-114.45835955,50.95827695,1333.86279296875
"308",-18.2567005157471,-114.37502625,50.95827695,1212.67761230469
"309",-18.1632995605469,-114.29169295,50.95827695,1164
"310",-18.1221008300781,-114.20835965,50.95827695,1189
"311",-18.0037994384766,-114.12502635,50.95827695,1117.28674316406
"312",-17.882999420166,-114.04169305,50.95827695,1046
"313",-19.6123008728027,-115.95835895,50.87494365,1837.70886230469
"314",-19.7308006286621,-115.87502565,50.87494365,2295.150390625
"315",-20.1291999816895,-115.79169235,50.87494365,2181.2705078125
"316",-20.2143993377686,-115.70835905,50.87494365,2370.08911132812
"317",-20.5583992004395,-115.62502575,50.87494365,2499.50805664062
"318",-20.1222991943359,-115.54169245,50.87494365,2023.25378417969
"319",-19.9531993865967,-115.45835915,50.87494365,1975.12976074219
"320",-19.485200881958,-115.37502585,50.87494365,1702
"321",-20.6371994018555,-115.29169255,50.87494365,2263.46142578125
"322",-19.9169998168945,-115.20835925,50.87494365,2365.39990234375
"323",-19.4675006866455,-115.12502595,50.87494365,1625.34313964844
"324",-20.4731998443604,-115.04169265,50.87494365,2495.15307617188
"325",-20.1005992889404,-114.95835935,50.87494365,2452.18017578125
"326",-19.5473003387451,-114.87502605,50.87494365,1828.99365234375
"327",-19.30419921875,-114.79169275,50.87494365,1686.248046875
"328",-18.8159008026123,-114.70835945,50.87494365,1424.03991699219
"329",-18.7670001983643,-114.62502615,50.87494365,1552.0751953125
"330",-18.5699005126953,-114.54169285,50.87494365,1325.03759765625
"331",-18.4081001281738,-114.45835955,50.87494365,1327.35009765625
"332",-18.2667007446289,-114.37502625,50.87494365,1218.01879882812
"333",-18.2059001922607,-114.29169295,50.87494365,1246.17919921875
"334",-18.103099822998,-114.20835965,50.87494365,1196.783203125
"335",-18.0146007537842,-114.12502635,50.87494365,1129.0751953125
"336",-17.8458003997803,-114.04169305,50.87494365,1050
"337",-18.0771007537842,-115.95835895,50.79161035,1140.60400390625
"338",-19.7164001464844,-115.87502565,50.79161035,2283.33984375
"339",-19.9001007080078,-115.79169235,50.79161035,1711.28125
"340",-19.2929000854492,-115.70835905,50.79161035,1627.55603027344
"341",-20.0944995880127,-115.62502575,50.79161035,2156.79931640625
"342",-20.3173007965088,-115.54169245,50.79161035,2366.14233398438
"343",-19.9559001922607,-115.45835915,50.79161035,2348.16870117188
"344",-20.2015991210938,-115.37502585,50.79161035,2425.44287109375
"345",-20.343599319458,-115.29169255,50.79161035,1966.24731445312
"346",-20.159200668335,-115.20835925,50.79161035,2631.83935546875
"347",-20.2182006835938,-115.12502595,50.79161035,2170.36181640625
"348",-20.5366992950439,-115.04169265,50.79161035,2260.06811523438
"349",-20.1175003051758,-114.95835935,50.79161035,2118.88647460938
"350",-19.5104999542236,-114.87502605,50.79161035,1674.12243652344
"351",-19.4596996307373,-114.79169275,50.79161035,1925.05358886719
"352",-19.1539001464844,-114.70835945,50.79161035,1638.45922851562
"353",-18.9242000579834,-114.62502615,50.79161035,1628.26245117188
"354",-18.6079006195068,-114.54169285,50.79161035,1423.90893554688
"355",-18.4552001953125,-114.45835955,50.79161035,1347.85998535156
"356",-18.2866992950439,-114.37502625,50.79161035,1298.18798828125
"357",-18.173900604248,-114.29169295,50.79161035,1172
"358",-18.2292003631592,-114.20835965,50.79161035,1298.17041015625
"359",-18.0932006835938,-114.12502635,50.79161035,1157.57678222656
"360",-17.9997997283936,-114.04169305,50.79161035,1160.60400390625
"361",-18.8626003265381,-115.95835895,50.70827705,2357.93041992188
"362",-18.507999420166,-115.87502565,50.70827705,1143.99011230469
"363",-19.2887992858887,-115.79169235,50.70827705,1510.64404296875
"364",-18.9374008178711,-115.70835905,50.70827705,1353.63110351562
"365",-19.5594997406006,-115.62502575,50.70827705,1441.88024902344
"366",-19.767599105835,-115.54169245,50.70827705,2526.34619140625
"367",-20.0825004577637,-115.45835915,50.70827705,1955.52453613281
"368",-20.448299407959,-115.37502585,50.70827705,2211.23095703125
"369",-20.5627994537354,-115.29169255,50.70827705,2615.44873046875
"370",-20.0203990936279,-115.20835925,50.70827705,1758.35363769531
"371",-19.5632991790771,-115.12502595,50.70827705,1646.66613769531
"372",-20.460599899292,-115.04169265,50.70827705,2138.22485351562
"373",-20.5342998504639,-114.95835935,50.70827705,2681.89282226562
"374",-19.9738998413086,-114.87502605,50.70827705,1866.89599609375
"375",-19.8994007110596,-114.79169275,50.70827705,1961.70483398438
"376",-19.3985996246338,-114.70835945,50.70827705,2071.982421875
"377",-18.9232006072998,-114.62502615,50.70827705,1510.25109863281
"378",-18.5631008148193,-114.54169285,50.70827705,1402.22802734375
"379",-18.4013004302979,-114.45835955,50.70827705,1360.98315429688
"380",-18.3141002655029,-114.37502625,50.70827705,1367.0087890625
"381",-18.1678009033203,-114.29169295,50.70827705,1234
"382",-18.0333003997803,-114.20835965,50.70827705,1147
"383",-18.0098991394043,-114.12502635,50.70827705,1128.43518066406
"384",-17.9381008148193,-114.04169305,50.70827705,1109.68957519531
"385",-19.0779991149902,-115.95835895,50.62494375,1850.6689453125
"386",-18.6996002197266,-115.87502565,50.62494375,2018.90197753906
"387",-18.2112007141113,-115.79169235,50.62494375,1139.93103027344
"388",-19.4228000640869,-115.70835905,50.62494375,1854.33435058594
"389",-19.9279003143311,-115.62502575,50.62494375,2232.6181640625
"390",-19.0443000793457,-115.54169245,50.62494375,1244.59191894531
"391",-20.1877994537354,-115.45835915,50.62494375,1996.2080078125
"392",-19.6637001037598,-115.37502585,50.62494375,1587.67248535156
"393",-20.4164009094238,-115.29169255,50.62494375,2511.54223632812
"394",-20.0506992340088,-115.20835925,50.62494375,2290.70483398438
"395",-19.2752990722656,-115.12502595,50.62494375,1674
"396",-20.2478008270264,-115.04169265,50.62494375,2096.3994140625
"397",-20.4610004425049,-114.95835935,50.62494375,2822.99365234375
"398",-20.3302001953125,-114.87502605,50.62494375,2004.36804199219
"399",-19.7959995269775,-114.79169275,50.62494375,2090.310546875
"400",-19.1728992462158,-114.70835945,50.62494375,1760.47924804688
"401",-18.9209995269775,-114.62502615,50.62494375,1829.80554199219
"402",-18.7306995391846,-114.54169285,50.62494375,1461.90478515625
"403",-18.5655994415283,-114.45835955,50.62494375,1324.43200683594
"404",-18.3794994354248,-114.37502625,50.62494375,1432.44274902344
"405",-18.2390003204346,-114.29169295,50.62494375,1370.61022949219
"406",-18.153299331665,-114.20835965,50.62494375,1268.11437988281
"407",-18.0750999450684,-114.12502635,50.62494375,1265.93395996094
"408",-17.9358005523682,-114.04169305,50.62494375,1146.89306640625
"409",-18.3003005981445,-115.95835895,50.54161045,1208.31713867188
"410",-19.3666000366211,-115.87502565,50.54161045,2067.39965820312
"411",-18.3125,-115.79169235,50.54161045,1711.73681640625
"412",-18.229700088501,-115.70835905,50.54161045,1171.640625
"413",-18.659200668335,-115.62502575,50.54161045,1370.44299316406
"414",-18.6534996032715,-115.54169245,50.54161045,1463.62768554688
"415",-19.0902996063232,-115.45835915,50.54161045,1671.02673339844
"416",-19.4181995391846,-115.37502585,50.54161045,2276.95190429688
"417",-19.5531997680664,-115.29169255,50.54161045,2015.40283203125
"418",-20.9687004089355,-115.20835925,50.54161045,2998.35278320312
"419",-20.1051006317139,-115.12502595,50.54161045,1863.69677734375
"420",-19.7961006164551,-115.04169265,50.54161045,1761.97937011719
"421",-20.3579998016357,-114.95835935,50.54161045,2018.92553710938
"422",-19.9897994995117,-114.87502605,50.54161045,2297.44262695312
"423",-20.2653007507324,-114.79169275,50.54161045,2572.50854492188
"424",-19.9761009216309,-114.70835945,50.54161045,2216.65698242188
"425",-19.388500213623,-114.62502615,50.54161045,1783.41845703125
"426",-18.8999004364014,-114.54169285,50.54161045,1578.65441894531
"427",-18.6187000274658,-114.45835955,50.54161045,1494.45495605469
"428",-18.3409996032715,-114.37502625,50.54161045,1317.02722167969
